SAMPID	SMATSSCR	SMCENTER	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-OHPK-0003-SM-5JK4Z	NA	B1	NA	Blood	Whole Blood	0013756	-232	NA	BP-17684	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/18/2011	LCSET-5036	03/12/2014	PCR+ 30x Coverage WGS v1 (HiSeq2000)	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPK-0006-SM-2D45H	NA	B1	6.7	Blood	Whole Blood	0013756	-232	NA	BP-17677	RNA isolation_PAXgene Blood RNA (Manual)	07/18/2011	GTEx_96Affy3_Oct2011	11/24/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPK-0006-SM-2HMKH	NA	B1	6.7	Blood	Whole Blood	0013756	-232	NA	BP-17677	RNA isolation_PAXgene Blood RNA (Manual)	07/18/2011	LCSET-1156_1	02/15/2012	TruSeq.v1	RNASEQ		0.87119	764927	0.950147	NA	0.877445	0.786572	NA	18840	1	NA	76	NA	0.0032857	124	0	93494200	0.0487527	229973	106553000	16956800	NA	18850	46222000	NA	NA	0	0.163575	0.877445	0.690174	93494200	0.0100473	20203700	101696000	20895500	152	21209900	20969600	0.0066424	20527400	49.1823	0.0021583	0.883701	NA	0	50.8417
GTEX-OHPK-0326-SM-2D456	0	B1	7.3	Heart	Heart - Left Ventricle	0006566	313	1647	BP-17780	RNA isolation_PAXgene Tissue miRNA	07/20/2011	GTEx_96Affy3_Oct2011	11/24/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPK-0326-SM-2HMJO	0	B1	7.3	Heart	Heart - Left Ventricle	0006566	313	1647	BP-17780	RNA isolation_PAXgene Tissue miRNA	07/20/2011	LCSET-1156_2	02/15/2012	TruSeq.v1	RNASEQ		0.964952	113825	0.983124	NA	0.972609	0.85437	NA	21381	1	NA	76	NA	0.0039217	267	0	106418000	0.0166542	4069040	109415000	14387000	NA	21396	52651300	NA	NA	0	0.128754	0.972609	0.830968	106418000	0.0101794	22370500	24109300	23211400	293	23197100	14677400	0.00702591	22989900	49.7758	0.0371892	0.980265	NA	0	50.9224
GTEX-OHPK-0426-SM-3MJH3	0	B1	7.8	Blood Vessel	Artery - Aorta	0001496	314	1646	BP-17780	RNA isolation_PAXgene Tissue miRNA	07/20/2011	LCSET-2269	11/19/2012	TruSeq.v1	RNASEQ		0.988522	309828	0.973351	NA	0.990311	0.838969	NA	23708	1	NA	76	NA	0.0028825	285	0	130146000	0.0261945	398779	131419000	19584900	NA	23743	64809900	NA	NA	0	0.134381	0.990311	0.830841	130146000	0.00438703	27858100	13476500	28320500	298	28326400	25625800	0.00363341	28066800	49.7698	0.0030344	0.9921	NA	0	50.4115
GTEX-OHPK-1826-SM-2M47R	1	B1	6.7	Blood Vessel	Artery - Tibial	0007610	441	1519	BP-17781	RNA isolation_PAXgene Tissue miRNA	07/20/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPK-1826-SM-2YUMR	1	B1	6.7	Blood Vessel	Artery - Tibial	0007610	441	1519	BP-17781	RNA isolation_PAXgene Tissue miRNA	07/20/2011	LCSET-1433	06/09/2012	TruSeq.v1	RNASEQ		0.845319	188643	0.972971	NA	0.847167	0.843354	NA	22190	1	NA	76	NA	0.00237267	280	0	94081700	0.0266398	470311	111054000	9776890	NA	22213	46529400	NA	NA	0	0.129617	0.847167	0.714462	94081700	0.00372711	20005100	8902520	20386600	257	20418000	17940400	0.00304841	20158200	49.6798	0.00423496	0.849016	NA	0	50.4722
GTEX-OHPL-0003-SM-2BWY5	NA	B1	NA	Blood	Whole Blood	0013756	-81	NA	BP-17728	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/19/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293828067_R01C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPL-0003-SM-2XJZS	NA	B1	NA	Blood	Whole Blood	0013756	-81	NA	BP-17728	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/19/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array	EXCLUDE	7983311034_R05C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPL-0003-SM-4X5ZG	NA	B1	NA	Blood	Whole Blood	0013756	-81	NA	BP-17728	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/19/2011	LCSET-4101	11/11/2013	Standard Exome Sequencing v2 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPL-0003-SM-5JK38	NA	B1	NA	Blood	Whole Blood	0013756	-81	NA	BP-17728	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/19/2011	LCSET-5036,LCSET-7900	10/03/2015	PCR+ 30x Coverage WGS (HiSeq2000)	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPL-0006-SM-3MJHB	NA	B1	8.8	Blood	Whole Blood	0013756	-81	NA	BP-17762	RNA isolation_PAXgene Blood RNA (Manual)	07/20/2011	LCSET-2269	11/19/2012	TruSeq.v1	RNASEQ		0.94511	961872	0.953947	NA	0.947316	0.75014	NA	20448	1	NA	76	NA	0.00296221	202	0	111877000	0.0456116	277390	118098000	18883700	NA	20464	55600400	NA	NA	0	0.203808	0.947316	0.710619	111877000	0.00545687	24186100	74817200	24673700	221	24744300	21482600	0.00420664	24373000	49.622	0.0023488	0.949522	NA	0	50.499
GTEX-OHPL-0326-SM-2AXV1	0	B1	8.5	Heart	Heart - Left Ventricle	0006566	84	1653	BP-17822	RNA isolation_PAXgene Tissue miRNA	07/21/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPL-0326-SM-2HMKS	0	B1	8.5	Heart	Heart - Left Ventricle	0006566	84	1653	BP-17822	RNA isolation_PAXgene Tissue miRNA	07/21/2011	LCSET-1156_1	04/02/2012	TruSeq.v1	EXCLUDE		0.143425	34520	0.982025	NA	0.158063	0.865692	NA	18577	1	NA	76	NA	0.00384276	82	0	39370300	0.0167978	1085170	249080000	94590500	NA	18579	17675600	NA	NA	0	0.116333	0.158063	0.136834	39370300	0.099472	7850050	6695950	7929300	100	9458700	6217150	0.0472293	9456360	49.9938	0.00435672	0.172701	NA	0	50.2511
GTEX-OHPL-0326-SM-33HC8	0	B1	8.5	Heart	Heart - Left Ventricle	0006566	84	1653	BP-17822	RNA isolation_PAXgene Tissue miRNA	07/21/2011	LCSET-1668	09/11/2012	TruSeq.v1	RNASEQ		0.947568	278334	0.985756	NA	0.950361	0.865285	NA	21918	1	NA	76	NA	0.00210658	517	0	160450000	0.0140019	4867960	168831000	14576900	NA	21934	79767900	NA	NA	0	0.120471	0.950361	0.822333	160450000	0.00612628	34985600	39215500	35692400	473	34978400	20504800	0.00411053	36005800	50.7237	0.0288333	0.953153	NA	0	50.5
GTEX-OHPL-0426-SM-3TW8X	1	B1	7.8	Blood Vessel	Artery - Aorta	0001496	94	1645	BP-17822	RNA isolation_PAXgene Tissue miRNA	07/21/2011	LCSET-2622	01/26/2013	TruSeq.v1	RNASEQ		0.993088	325738	0.977512	NA	0.994635	0.867115	NA	22174	1	NA	76	NA	0.00240527	280	0	117003000	0.0220902	377033	117634000	15453400	NA	22188	58297700	NA	NA	0	0.110397	0.994635	0.862463	117003000	0.0038127	25478000	12264200	25761400	303	25779300	23393400	0.00310789	25632000	49.8567	0.00320514	0.996182	NA	0	50.2765
GTEX-OHPL-1826-SM-2QU3B	0	B1	7.8	Blood Vessel	Artery - Tibial	0007610	191	1561	BP-17823	RNA isolation_PAXgene Tissue miRNA	07/21/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPL-1826-SM-2YUN8	0	B1	7.8	Blood Vessel	Artery - Tibial	0007610	191	1561	BP-17823	RNA isolation_PAXgene Tissue miRNA	07/21/2011	LCSET-1433	06/09/2012	TruSeq.v1	RNASEQ		0.966915	146524	0.976784	NA	0.970341	0.821226	NA	23598	1	NA	76	NA	0.00204679	277	0	93239300	0.0229119	473715	96089200	7357040	NA	23636	46177100	NA	NA	0	0.155559	0.970341	0.796869	93239300	0.0029818	20392100	7362810	20762500	257	20868000	16940900	0.00251264	20595800	49.6718	0.00492995	0.973767	NA	0	50.4501
GTEX-OHPL-3026-SM-3MJGS	1	B1	7	Blood Vessel	Artery - Coronary	0001621	89	1649	BP-17823	RNA isolation_PAXgene Tissue miRNA	07/21/2011	LCSET-2269	11/19/2012	TruSeq.v1	RNASEQ		0.983706	338094	0.975452	NA	0.985875	0.860374	NA	23283	1	NA	76	NA	0.00270457	381	0	120006000	0.0241487	533402	121726000	19015300	NA	23309	59682600	NA	NA	0	0.115078	0.985875	0.848221	120006000	0.00485888	25925100	12249900	26377300	337	26411200	24202600	0.00377935	26141600	49.7435	0.004382	0.988043	NA	0	50.4323
GTEX-OHPM-0003-SM-2BWYB	NA	B1	NA	Blood	Whole Blood	0013756	-105	NA	BP-17791	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/20/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293828067_R02C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPM-0003-SM-2XK1K	NA	B1	NA	Blood	Whole Blood	0013756	-105	NA	BP-17791	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/20/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array	EXCLUDE	7985172005_R01C02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPM-0003-SM-4X5ZH	NA	B1	NA	Blood	Whole Blood	0013756	-105	NA	BP-17791	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/20/2011	LCSET-4101	11/11/2013	Standard Exome Sequencing v2 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPM-0003-SM-5JK4I	NA	B1	NA	Blood	Whole Blood	0013756	-105	NA	BP-17791	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/20/2011	LCSET-5036	03/09/2014	PCR+ 30x Coverage WGS (HiSeq2000)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPM-0006-SM-2AXV8	NA	B1	7.9	Blood	Whole Blood	0013756	-105	NA	BP-17815	RNA isolation_PAXgene Blood RNA (Manual)	07/21/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPM-0006-SM-2HMKU	NA	B1	7.9	Blood	Whole Blood	0013756	-105	NA	BP-17815	RNA isolation_PAXgene Blood RNA (Manual)	07/21/2011	LCSET-1156_1	02/15/2012	TruSeq.v1	RNASEQ		0.872701	714139	0.954484	NA	0.880101	0.790856	NA	19093	1	NA	76	NA	0.00276565	117	0	88653800	0.0444303	275473	100731000	15829400	NA	19104	43754200	NA	NA	0	0.163628	0.880101	0.696034	88653800	0.00957868	19568100	110880000	20139300	143	20497400	20956600	0.00614352	19937900	49.3081	0.00273473	0.887502	NA	0	50.7192
GTEX-OHPM-0326-SM-2AXUU	0	B1	7.3	Heart	Heart - Left Ventricle	0006566	72	1603	BP-17841	RNA isolation_PAXgene Tissue miRNA	07/22/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPM-0326-SM-2HMKT	0	B1	7.3	Heart	Heart - Left Ventricle	0006566	72	1603	BP-17841	RNA isolation_PAXgene Tissue miRNA	07/22/2011	LCSET-1156_1	04/02/2012	TruSeq.v1	EXCLUDE		0.203615	37794	0.981197	NA	0.222864	0.85486	NA	19077	1	NA	76	NA	0.00391125	81	0	44271500	0.0181596	1515280	198647000	71853900	NA	19082	20057700	NA	NA	0	0.126336	0.222864	0.190518	44271500	0.0964659	8914120	7269670	9089850	98	10708100	6597970	0.0461915	10599300	49.7448	0.007628	0.242114	NA	0	50.488
GTEX-OHPM-0326-SM-33HCA	0	B1	7.3	Heart	Heart - Left Ventricle	0006566	72	1603	BP-17841	RNA isolation_PAXgene Tissue miRNA	07/22/2011	LCSET-1668	09/11/2012	TruSeq.v1	RNASEQ		0.334796	78211	0.980151	NA	0.33709	0.859172	NA	19779	1	NA	76	NA	0.00230335	99	0	44833800	0.0190087	1521670	133002000	16193700	NA	19784	21921500	NA	NA	0	0.120979	0.33709	0.289618	44833800	0.00861037	9875420	5924480	10064700	117	10103600	5749760	0.0054354	10116900	50.0328	0.0114409	0.339384	NA	0	50.4746
GTEX-OHPM-0426-SM-3TW8V	1	B1	6.6	Blood Vessel	Artery - Aorta	0001496	70	1600	BP-17841	RNA isolation_PAXgene Tissue miRNA	07/22/2011	LCSET-2622	01/26/2013	TruSeq.v1	RNASEQ		0.992429	401658	0.975859	NA	0.994022	0.861431	NA	22764	1	NA	76	NA	0.00245781	288	0	130991000	0.0237089	515265	131779000	17869800	NA	22789	65253900	NA	NA	0	0.114429	0.994022	0.856281	130991000	0.00393549	28289500	12905500	28544100	311	28543900	25686200	0.00319547	28482200	49.9459	0.00391008	0.995614	NA	0	50.224
GTEX-OHPM-1826-SM-2QU3Z	0	B1	8.4	Blood Vessel	Artery - Tibial	0007610	152	1625	BP-17842	RNA isolation_PAXgene Tissue miRNA	07/22/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPM-1826-SM-2YUNF	0	B1	8.4	Blood Vessel	Artery - Tibial	0007610	152	1625	BP-17842	RNA isolation_PAXgene Tissue miRNA	07/22/2011	LCSET-1433	06/09/2012	TruSeq.v1	RNASEQ		0.848727	89926	0.97721	NA	0.850084	0.839157	NA	21548	1	NA	76	NA	0.00209979	152	0	71598900	0.0222726	407059	84225600	8214870	NA	21567	35488200	NA	NA	0	0.138054	0.850084	0.713354	71598900	0.00346906	15413000	5039600	15743700	164	15772800	14098000	0.00278333	15487000	49.5428	0.00483296	0.851441	NA	0	50.5308
GTEX-OHPN-0004-SM-2BWYH	NA	C1	NA	Blood	Whole Blood	0013756	346	NA	BP-17838	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/22/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293828067_R03C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPN-0004-SM-2XJZT	NA	C1	NA	Blood	Whole Blood	0013756	346	NA	BP-17838	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/22/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array	EXCLUDE	7985164003_R01C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPN-0004-SM-4X5ZI	NA	C1	NA	Blood	Whole Blood	0013756	346	NA	BP-17838	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/22/2011	LCSET-4101	11/11/2013	Standard Exome Sequencing v2 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPN-0004-SM-5JK2V	NA	C1	NA	Blood	Whole Blood	0013756	346	NA	BP-17838	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	07/22/2011	LCSET-5036	03/11/2014	PCR+ 30x Coverage WGS (HiSeq2000)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPN-0005-SM-2AXVX	NA	C1	7.2	Blood	Whole Blood	0013756	NA	NA	BP-17872	RNA isolation_PAXgene Blood RNA (Manual)	07/25/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OHPN-0005-SM-2YUML	NA	C1	7.2	Blood	Whole Blood	0013756	NA	NA	BP-17872	RNA isolation_PAXgene Blood RNA (Manual)	07/25/2011	LCSET-1433	06/09/2012	TruSeq.v1	RNASEQ		0.65929	576187	0.948152	NA	0.660362	0.782076	NA	19543	1	NA	76	NA	0.00226254	105	0	66498000	0.0512816	204832	100699000	11026000	NA	19549	32838600	NA	NA	0	0.166076	0.660362	0.516453	66498000	0.00435494	14696900	87373200	15259900	117	15307900	16258500	0.00330704	14758600	49.0865	0.0020341	0.661435	NA	0	50.9397
GTEX-OHPN-0426-SM-E9TI6	1	C1	5.5	Blood Vessel	Artery - Coronary	0001621	440	248	BP-17888	RNA isolation_PAXgene Tissue miRNA	07/26/2011	LCSET-10741	04/06/2017	TruSeq.v1	RNASEQ		0.983089	383082	0.970278	NA	0.984901	0.764864	NA	23831	1	NA	76	NA	0.00224935	149	0	73594900	0.0294258	308009	74723200	3082980	NA	23859	36602700	NA	NA	0	0.205413	0.984901	0.753315	73594900	0.00292017	16018200	6343320	16134200	166	16129700	12040300	0.00258414	16152400	50.0352	0.004122	0.986712	NA	0	50.1804
GTEX-OHPN-2826-SM-3LK67	0	C1	6.4	Blood Vessel	Artery - Tibial	0007610	512	242	BP-17890	RNA isolation_PAXgene Tissue miRNA	07/26/2011	LCSET-2234	12/16/2012	TruSeq.v1	RNASEQ		0.985655	296244	0.971691	NA	0.98628	0.806669	NA	23816	1	NA	76	NA	0.00244831	278	0	97639300	0.0279249	413573	98997500	9384310	NA	23842	48504500	NA	NA	0	0.165023	0.98628	0.795601	97639300	0.00350874	21238600	10631200	21416700	272	21422900	17218200	0.00297819	21297700	49.8534	0.00417761	0.986905	NA	0	50.2088
GTEX-OIZF-0004-SM-2BWYY	NA	B1	NA	Blood	Whole Blood	0013756	-34	NA	BP-18058	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/04/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293764036_R02C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZF-0004-SM-2XK1H	NA	B1	NA	Blood	Whole Blood	0013756	-34	NA	BP-18058	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/04/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array	EXCLUDE	7983311034_R01C02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZF-0004-SM-3USRU	NA	B1	NA	Blood	Whole Blood	0013756	-34	NA	BP-18058	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/04/2011	LCSET-2654	01/20/2013	Exome Express (Agilent SureSelect)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZF-0004-SM-5JK4C	NA	B1	NA	Blood	Whole Blood	0013756	-34	NA	BP-18058	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/04/2011	LCSET-5036	03/12/2014	PCR+ 30x Coverage WGS (HiSeq2000)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZF-0006-SM-2AXUB	NA	B1	7.6	Blood	Whole Blood	0013756	-34	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZF-0006-SM-2I5GQ	NA	B1	7.6	Blood	Whole Blood	0013756	-34	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	LCSET-1168_6	02/25/2012	TruSeq.v1	RNASEQ		0.947774	1169780	0.938296	NA	0.954058	0.77472	NA	21680	1	NA	76	NA	0.00355579	168	0	109043000	0.0610534	498073	114293000	23681100	NA	21708	53979600	NA	NA	0	0.163576	0.954058	0.739128	109043000	0.0109643	23180900	70199600	23466200	199	23736500	20782600	0.00723563	23568100	49.8221	0.00435784	0.960343	NA	0	50.3058
GTEX-OIZF-0326-SM-3MJGY	0	B1	8.2	Heart	Heart - Left Ventricle	0006566	121	350	BP-18081	RNA isolation_PAXgene Tissue miRNA	08/05/2011			TruSeq.v1	RNASEQ		0.989398	332751	0.982903	NA	0.991532	0.85874	NA	22099	1	NA	76	NA	0.00253323	373	0	118568000	0.0168269	2209930	119581000	17976100	NA	22118	59024100	NA	NA	0	0.124163	0.991532	0.851468	118568000	0.0045952	25702900	21630300	26761600	332	26589700	19715300	0.003562	26055900	49.493	0.0184806	0.993665	NA	0	51.009
